ErrMatrixCode	Reference	Classified	PixelSum
1	1	1	581
10	1	4	22
5	2	2	182
9	2	3	1
13	2	4	1
4	3	1	3
8	3	2	48
12	3	3	407
7	4	1	11
11	4	2	17
16	4	4	435

	> ERROR MATRIX (pixel count)
	> Reference
V_Classified	1	2	3	4	Total
1	581	0	3	11	595
2	0	182	48	17	247
3	0	1	407	0	408
4	22	1	0	435	458
Total	603	184	458	463	1708

	> AREA BASED ERROR MATRIX
	> Reference
V_Classified	1	2	3	4	Area	Wi
1	0.1916	0.0000	0.0010	0.0036	828406800.0000	0.1962
2	0.0000	0.2876	0.0759	0.0269	1647770400.0000	0.3904
3	0.0000	0.0000	0.0111	0.0000	46942200.0000	0.0111
4	0.0193	0.0009	0.0000	0.3821	1698082200.0000	0.4023
Total	0.2110 	0.2885 	0.0879 	0.4126 	4221201600.0000 
Area	890482143	1217969268	371218477	1741531712	4221201600
SE	0.0042	0.0110	0.0099	0.0076
SE area	17750116	46410492	41639747	32082240
95% CI area	34790228	90964564	81613903	62881190
PA  [%]	90.8401	99.6861	12.6144	92.6086
UA  [%]	97.6471	73.6842	99.7549	94.9782
Kappa hat	0.9702	0.6301	0.9973	0.9145

Overall accuracy [%] = 87.2428
Kappa hat classification = 0.8121

Area unit = metre^2
SE = standard error
CI = confidence interval
PA = producer's accuracy
UA = user's accuracy
