ErrMatrixCode	Reference	Classified	PixelSum
1	1	1	415
2	2	1	9
5	2	2	1343
13	2	4	14
4	3	1	44
8	3	2	105
12	3	3	808
15	3	4	4
7	4	1	211
11	4	2	14
16	4	4	306

	> ERROR MATRIX (pixel count)
	> Reference
V_Classified	1	2	3	4	Total
1	415	9	44	211	679
2	0	1343	105	14	1462
3	0	0	808	0	808
4	0	14	4	306	324
Total	415	1366	961	531	3273

	> AREA BASED ERROR MATRIX
	> Reference
V_Classified	1	2	3	4	Area	Wi
1	0.1400	0.0030	0.0148	0.0712	967140900.0000	0.2291
2	0.0000	0.3878	0.0303	0.0040	1781952300.0000	0.4221
3	0.0000	0.0000	0.0076	0.0000	32032800.0000	0.0076
4	0.0000	0.0147	0.0042	0.3222	1440075600.0000	0.3412
Total	0.1400 	0.4056 	0.0570 	0.3974 	4221201600.0000 
Area	591109681	1711954406	240462171	1677675342	4221201600
SE	0.0043	0.0050	0.0041	0.0061
SE area	18106360	21118497	17514999	25553429
95% CI area	35488465	41392254	34329398	50084720
PA  [%]	100.0000	95.6164	13.3213	81.0688
UA  [%]	61.1193	91.8605	100.0000	94.4444
Kappa hat	0.5479	0.8631	1.0000	0.9078

Overall accuracy [%] = 85.7605
Kappa hat classification = 0.7845

Area unit = metre^2
SE = standard error
CI = confidence interval
PA = producer's accuracy
UA = user's accuracy
